Id,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
281,228500,0.2352941176470588,3,0.2619808306709265,0.046680221552268114,1,1,3,3,0,4,0,20,2,2,0,5,0.6666666666666665,0.625,0.8478260869565215,0.6499999999999986,1,1,9,10,1,0.2125,2,4,1,2,4,0,2,0.07459248759744862,6,0.0,0.16523972602739725,0.1320785597381342,1,2,1,5,0.1929784304726939,0.39079903147699757,0.0,0.31047475508666167,0.0,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,2,0.41666666666666674,6,0.3333333333333333,5,1,0.9895522388059703,0,0.5,0.40550070521861775,5,5,2,0.0,0.15356489945155394,0.0,0.3858267716535433,0.0,0.0,3,2,1,0.0,0.0,0.25,8,4
282,185000,0.0,1,0.19169329073482427,0.027577181051204755,1,2,3,3,0,4,0,21,2,2,0,2,0.5555555555555556,0.5,0.9710144927536231,0.93333333333333,1,1,12,13,3,0.0425,2,4,2,2,4,4,2,0.16034727143869595,6,0.0,0.1528253424657534,0.2065466448445172,1,2,1,5,0.21294171638366224,0.0,0.0,0.17483044461190655,0.0,0.0,0.6666666666666666,0.0,0.25,0.3333333333333333,2,0.25,6,0.0,3,1,0.9980099502487564,0,0.5,0.4033850493653032,5,5,2,0.0,0.21937842778793418,0.0,0.0,0.0,0.0,3,2,1,0.0,0.3636363636363637,0.0,6,5
283,207500,0.588235294117647,3,0.10862619808306709,0.017588632592488725,1,1,3,3,0,4,0,16,2,2,3,2,0.6666666666666665,0.5,0.9782608695652169,0.9666666666666686,1,1,12,13,3,0.10375000000000001,2,4,2,2,4,4,2,0.16017009213323885,6,0.0,0.17551369863013697,0.21505728314238953,1,0,1,5,0.22487379531895366,0.0,0.0,0.18462697814619441,0.3333333333333333,0.0,0.6666666666666666,0.0,0.25,0.3333333333333333,2,0.3333333333333334,6,0.3333333333333333,2,1,0.9990049751243782,2,0.5,0.4414668547249647,5,5,2,0.2007001166861144,0.113345521023766,0.0,0.0,0.0,0.0,3,2,1,0.0,0.27272727272727276,0.75,5,4
284,244600,0.0,3,0.2364217252396166,0.03885110659281592,1,1,3,3,0,4,0,21,1,2,0,2,0.7777777777777777,0.5,0.9855072463768124,0.9833333333333343,1,1,12,13,3,0.045,2,4,2,2,4,4,6,0.0,6,0.0,0.6284246575342466,0.2402618657937807,1,0,1,5,0.2602111060119321,0.0,0.0,0.21363978899773928,0.0,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,2,0.3333333333333334,6,0.3333333333333333,2,1,0.9990049751243782,0,0.75,0.6332863187588152,5,5,2,0.24504084014002336,0.2742230347349177,0.0,0.0,0.0,0.0,3,2,1,0.0,1.0,0.75,6,5
285,179200,0.588235294117647,3,0.1597444089456869,0.03137254901960785,1,1,3,3,0,4,0,20,2,2,4,2,0.5555555555555556,0.5,0.8695652173913047,0.7000000000000028,1,1,9,7,2,0.0,2,4,2,2,4,4,2,0.07618710134656273,6,0.0,0.49015410958904104,0.2577741407528642,1,2,1,5,0.2847636530518587,0.0,0.0,0.23379804069329313,0.3333333333333333,0.0,0.6666666666666666,0.0,0.25,0.3333333333333333,2,0.25,6,0.0,3,1,0.9910447761194031,2,0.5,0.3730606488011283,5,5,2,0.0,0.0,0.09420289855072464,0.0,0.0,0.0,3,2,1,0.0,0.5454545454545455,0.25,8,4
286,164700,0.8235294117647058,1,0.11182108626198083,0.013793264624085633,1,2,0,3,0,4,0,21,2,2,4,5,0.6666666666666665,0.5,0.9710144927536231,0.9500000000000028,1,1,8,8,2,0.0,2,4,2,2,4,4,6,0.0,6,0.0,0.2675513698630137,0.10229132569558103,1,0,1,5,0.06677374942634234,0.3026634382566586,0.0,0.17256970610399397,0.0,0.0,0.6666666666666666,0.5,0.25,0.3333333333333333,2,0.25,6,0.0,3,5,0.9980099502487564,2,0.5,0.3723554301833568,5,5,2,0.0,0.09872029250457039,0.0,0.0,0.0,0.0,3,2,1,0.0,0.4545454545454546,0.25,6,5
287,159000,0.17647058823529413,3,0.2460063897763578,0.039664399728902296,1,1,0,0,0,4,0,12,2,2,0,0,0.5555555555555556,0.75,0.6521739130434785,0.5166666666666657,1,1,13,14,2,0.0,3,4,1,4,4,4,5,0.10630758327427357,6,0.0,0.13356164383561642,0.14926350245499184,1,4,1,5,0.17232675539238182,0.3142857142857143,0.0,0.26375282592313487,0.0,0.0,0.3333333333333333,0.5,0.375,0.3333333333333333,2,0.41666666666666674,6,0.3333333333333333,2,1,0.9761194029850748,2,0.5,0.31029619181946405,5,5,2,0.0,0.0,0.0,0.0,0.26666666666666666,0.0,3,0,1,0.0,0.4545454545454546,0.0,8,4
288,88000,0.0,3,0.0,0.03190072214821567,1,1,0,3,0,0,0,12,2,2,0,2,0.3333333333333333,0.375,0.7173913043478262,0.3500000000000014,1,1,6,6,2,0.0,3,4,1,4,4,4,1,0.10878809355067329,6,0.0,0.10445205479452055,0.14042553191489363,1,4,1,5,0.12023864157870581,0.0,0.0,0.0987189148455162,0.0,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,3,0.25,6,0.0,3,6,0.0,1,0.0,0.0,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0.0,0.4545454545454546,0.0,8,4
289,122000,0.0,3,0.0,0.03981864497884971,1,1,0,3,0,4,0,19,2,2,0,2,0.4444444444444445,0.5,0.6884057971014492,0.28333333333333144,1,1,8,8,1,0.019375,3,2,1,4,4,4,1,0.07973068745570518,6,0.0,0.18493150684931506,0.14435351882160394,1,4,1,5,0.12987608994951813,0.0,0.0,0.10663149962321025,0.0,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,3,0.25,6,0.0,3,5,0.9800995024875624,3,0.25,0.19746121297602257,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0.0,0.09090909090909093,1.0,8,4
290,153575,0.2941176470588235,3,0.19169329073482427,0.03472855173058497,1,1,3,3,0,4,0,3,6,2,0,5,0.5555555555555556,0.75,0.3115942028985508,0.8833333333333329,1,1,13,14,2,0.0,3,4,0,4,4,4,6,0.0,6,0.0,0.2988013698630137,0.11423895253682488,1,0,1,0,0.08352455254703992,0.33801452784503633,0.0,0.20007535795026377,0.0,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,3,0.41666666666666674,6,0.0,3,5,0.9965174129353236,3,0.25,0.27080394922425954,5,5,2,0.0,0.0,0.0,0.0,0.5395833333333333,0.0,3,2,1,0.0,0.5454545454545455,0.25,8,4
291,233230,0.2352941176470588,3,0.38338658146964855,0.06689102339386292,1,1,3,3,0,4,0,5,2,2,0,5,0.7777777777777777,0.5,0.9710144927536231,0.93333333333333,1,1,12,13,2,0.0,2,4,2,2,4,0,6,0.0,6,0.0,0.4619006849315068,0.17659574468085107,1,0,1,5,0.17094997705369436,0.4067796610169492,0.0,0.29860587792012055,0.0,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,2,0.5000000000000001,6,0.3333333333333333,2,1,0.9980099502487564,2,0.5,0.48307475317348375,2,5,2,0.0,0.09323583180987204,0.0,0.0,0.0,0.0,3,2,1,0.0,0.5454545454545455,0.0,6,5
292,135900,1.0,3,0.1757188498402556,0.020505270046039872,1,0,3,0,0,4,0,18,2,2,1,5,0.4444444444444445,0.625,0.2898550724637676,0.8333333333333357,1,1,12,13,2,0.0,3,1,2,4,0,4,5,0.03720765414599575,6,0.0,0.24400684931506847,0.12765957446808512,1,0,0,5,0.13813675998164296,0.37772397094430993,0.0,0.260361718161266,0.3333333333333333,0.0,0.6666666666666666,0.0,0.75,0.3333333333333333,1,0.5833333333333335,6,0.0,3,6,0.0,1,0.0,0.0,3,3,0,0.0,0.33638025594149906,0.0,0.0,0.0,0.0,3,2,1,0.0,0.18181818181818182,0.5,8,4
293,131000,0.17647058823529413,3,0.19169329073482427,0.04725046156722523,1,1,3,3,0,4,0,7,2,2,0,0,0.4444444444444445,0.375,0.5579710144927539,0.9666666666666686,1,1,13,14,2,0.0,3,4,1,4,4,4,3,0.051736357193479805,6,0.0,0.20376712328767121,0.12569558101472997,1,2,1,5,0.18678292794860027,0.27506053268765135,0.0,0.260361718161266,0.0,0.0,0.3333333333333333,0.5,0.375,0.3333333333333333,3,0.5000000000000001,3,0.3333333333333333,2,1,0.9696517412935325,3,0.25,0.19816643159379407,5,5,2,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,3,2,1,0.0,0.0,0.75,8,4
294,235000,0.2352941176470588,3,0.0,0.07178947860431421,1,1,0,3,0,0,0,14,3,2,0,5,0.6666666666666665,0.75,0.7608695652173925,0.7333333333333343,1,1,9,10,1,0.02125,3,4,1,4,4,4,0,0.14085754783841248,6,0.0,0.0,0.13011456628477905,1,1,1,5,0.2602111060119321,0.38498789346246975,0.0,0.363413715146948,0.3333333333333333,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,2,0.5833333333333335,6,0.3333333333333333,5,1,0.9835820895522389,0,0.5,0.38011283497884346,5,5,2,0.0,0.4570383912248629,0.0,0.0,0.0,0.0,3,2,1,0.0,0.18181818181818182,0.0,8,4
295,167000,0.0,3,0.25559105431309903,0.038795017411016854,1,1,3,3,0,4,0,12,2,2,0,2,0.5555555555555556,0.5,0.5869565217391308,0.04999999999999716,3,1,6,6,3,0.14875,3,4,1,4,4,4,2,0.22767540751240256,6,0.0,0.056078767123287666,0.23175122749590837,1,4,1,5,0.3005966039467646,0.0,0.0,0.2467972871137905,0.3333333333333333,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,3,0.41666666666666674,6,0.6666666666666666,2,1,0.9716417910447763,0,0.5,0.2947813822284908,5,5,2,0.1283547257876313,0.0,0.0,0.0,0.0,0.0,3,2,1,0.0,0.8181818181818185,0.75,8,4
296,142500,0.3529411764705882,3,0.1182108626198083,0.03102199163336372,1,1,0,3,0,1,0,11,2,2,0,7,0.5555555555555556,0.625,0.8115942028985508,0.5666666666666629,1,1,6,6,2,0.0,3,4,1,4,4,0,2,0.1451098511693834,6,0.0,0.07876712328767123,0.16415711947626843,1,4,1,5,0.15351078476365304,0.0,0.0,0.1260361718161266,0.3333333333333333,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,3,0.3333333333333334,6,0.0,3,5,0.9870646766169155,3,0.5,0.41466854724964736,5,5,2,0.1400233372228705,0.0,0.0,0.0,0.0,0.0,3,0,1,0.0,0.18181818181818182,0.0,8,4
297,152000,0.17647058823529413,4,0.23961661341853036,0.05800556217719508,1,1,3,3,0,4,0,9,2,2,0,0,0.4444444444444445,0.5,0.5652173913043477,0.0,1,1,13,14,2,0.0,3,4,1,4,4,4,1,0.0744153082919915,6,0.0,0.20976027397260272,0.14893617021276598,1,4,1,0,0.13217072051399725,0.3138014527845036,0.0,0.23059532780708364,0.0,0.0,0.3333333333333333,0.5,0.5,0.3333333333333333,3,0.3333333333333334,6,0.0,3,1,0.9701492537313434,3,0.25,0.19887165021156558,5,5,2,0.3372228704784131,0.0,0.0,0.0,0.0,0.0,3,3,1,0.0,0.4545454545454546,0.25,8,4
298,239000,0.2352941176470588,1,0.2108626198083067,0.028507326649372507,1,2,0,3,0,4,0,21,2,2,0,5,0.6666666666666665,0.5,0.9057971014492754,0.7999999999999972,3,1,12,13,1,1.0,2,4,2,2,4,4,1,0.11498936924167258,6,0.0,0.13955479452054795,0.1595744680851064,1,0,1,5,0.1470858191831115,0.4721549636803874,0.0,0.3044461190655614,0.0,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,2,0.41666666666666674,6,0.3333333333333333,5,5,0.9935323383084579,2,0.5,0.40620592383638926,5,5,2,0.0,0.018281535648994516,0.0,0.0,0.4125,0.0,3,2,1,0.0,0.4545454545454546,0.25,8,4
299,175000,0.2352941176470588,3,0.2875399361022364,0.04861062422585245,1,1,3,3,0,4,0,14,2,2,0,5,0.5555555555555556,0.625,0.695652173913043,0.29999999999999716,4,1,6,1,1,0.228125,2,4,1,4,4,4,0,0.06803685329553508,5,0.1187245590230665,0.06121575342465753,0.11489361702127661,1,2,1,5,0.1622303809086737,0.33995157384987895,0.0,0.2654483798040693,0.0,0.5,0.3333333333333333,1.0,0.375,0.3333333333333333,3,0.41666666666666674,6,0.3333333333333333,2,1,0.9791044776119404,3,0.5,0.38011283497884346,5,5,2,0.2613768961493583,0.0,0.0,0.0,0.0,0.0,3,2,1,0.0,0.4545454545454546,0.25,8,4
300,158500,0.0,3,0.25559105431309903,0.05936105073733904,1,1,3,3,0,4,0,6,2,2,0,2,0.5555555555555556,0.875,0.5652173913043477,0.8999999999999986,1,1,6,6,2,0.0,3,2,1,4,4,4,6,0.0,6,0.0,0.4674657534246575,0.17872340425531916,1,0,1,5,0.18770078017439193,0.0,0.0,0.15410700828937451,0.0,0.5,0.3333333333333333,0.0,0.375,0.3333333333333333,2,0.3333333333333334,6,0.3333333333333333,2,1,0.9701492537313434,3,0.25,0.21156558533145275,5,5,2,0.0,0.06581352833638025,0.0,0.0,0.0,0.0,3,0,1,0.0,0.6363636363636365,0.75,8,3
301,157000,1.0,3,0.2875399361022364,0.06754072308303537,1,1,3,3,0,0,0,6,2,2,1,2,0.4444444444444445,0.5,0.5869565217391308,0.04999999999999716,3,1,8,8,1,0.035,3,4,1,4,4,3,1,0.14900779588944013,6,0.0,0.1386986301369863,0.19067103109656303,1,4,1,5,0.22992198256080773,0.0,0.0,0.18877166541070084,0.3333333333333333,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,3,0.25,6,0.6666666666666666,2,1,0.9716417910447763,3,0.25,0.2644569816643159,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0.0,0.4545454545454546,0.0,8,4
302,267000,0.2352941176470588,3,0.2108626198083067,0.06976559396106478,1,1,2,3,0,4,0,5,2,2,0,5,0.7777777777777777,0.5,0.9130434782608692,0.8166666666666629,1,1,12,13,2,0.0,2,4,2,2,4,4,2,0.04978738483345146,6,0.0,0.31977739726027393,0.16824877250409168,1,0,1,5,0.20100963744837083,0.6014527845036319,0.0,0.3990203466465712,0.0,0.0,0.6666666666666666,0.5,0.5,0.3333333333333333,2,0.5833333333333335,6,0.3333333333333333,5,3,0.9940298507462688,0,0.5,0.48166431593794073,5,5,2,0.24270711785297552,0.09140767824497258,0.0,0.0,0.0,0.0,3,2,1,0.0,0.3636363636363637,0.25,8,4
303,205000,0.0,3,0.3769968051118211,0.05797751758629555,1,1,0,3,0,0,0,5,2,2,0,2,0.6666666666666665,0.5,0.9347826086956523,0.8666666666666671,1,1,12,13,1,0.09375,2,4,2,2,4,4,6,0.0,6,0.0,0.6596746575342466,0.25220949263502457,1,0,1,5,0.27696190913262964,0.0,0.0,0.22739261492087415,0.0,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,2,0.3333333333333334,6,0.3333333333333333,5,1,0.9955223880597016,2,0.75,0.5944992947813822,5,5,2,0.5460910151691949,0.1480804387568556,0.0,0.0,0.0,0.0,3,2,1,0.0,0.0,0.0,8,4
304,149900,0.0,3,0.22364217252396165,0.039729837107667865,1,1,3,3,0,0,0,5,2,2,0,2,0.4444444444444445,0.75,0.72463768115942,0.36666666666666714,1,1,12,13,2,0.0,3,4,2,4,4,4,0,0.15839829907866762,6,0.0,0.0,0.1463175122749591,1,4,1,5,0.12849931161083064,0.0,0.0,0.10550113036925396,0.3333333333333333,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,3,0.25,6,0.0,3,1,0.982587064676617,3,0.5,0.38928067700987307,5,5,2,0.2987164527421237,0.0,0.0,0.0,0.0,0.0,3,1,1,0.0,0.5454545454545455,0.0,8,0
305,295000,0.32352941176470584,4,0.2779552715654952,0.07986164668489566,1,1,3,3,0,4,0,17,2,2,0,3,0.6666666666666665,1.0,0.05797101449275388,0.8666666666666671,1,1,5,5,2,0.0,3,4,0,4,4,4,6,0.0,6,0.0,0.6292808219178082,0.24058919803600656,1,0,1,5,0.30770995869664985,0.8803874092009685,0.0,0.595139412207988,0.0,0.0,1.0,0.0,0.375,0.3333333333333333,2,0.6666666666666667,6,0.3333333333333333,0,1,0.9965174129353236,3,0.75,0.6135401974612129,5,5,2,0.35239206534422407,0.0,0.0,0.0,0.0,0.0,3,2,1,0.0,0.3636363636363637,0.5,8,4
306,305900,0.0,3,0.25559105431309903,0.042468858818855315,1,1,3,3,0,4,0,5,2,2,0,2,0.7777777777777777,0.5,0.9565217391304355,0.9166666666666643,1,1,5,5,3,0.15375,2,4,2,2,4,4,2,0.2593905031892275,6,0.0,0.22945205479452052,0.32733224222585927,1,0,1,5,0.3822854520422212,0.0,0.0,0.3138658628485305,0.3333333333333333,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,2,0.5000000000000001,6,0.0,3,1,0.9970149253731345,0,0.75,0.6262341325811002,5,5,2,0.19603267211201872,0.0,0.0,0.0,0.0,0.0,3,2,1,0.0,0.5454545454545455,0.25,8,4
307,225000,0.2352941176470588,3,0.3706070287539936,0.05690247493514689,1,1,3,3,0,4,0,20,1,2,0,5,0.6666666666666665,0.5,0.8550724637681171,0.68333333333333,1,1,6,10,1,0.15375,2,4,1,2,4,4,0,0.12402551381998583,6,0.0,0.0,0.11456628477905074,1,2,1,5,0.1808168884809546,0.5428571428571428,0.0,0.35964581763376036,0.3333333333333333,0.0,0.6666666666666666,0.5,0.5,0.3333333333333333,2,0.5000000000000001,6,0.3333333333333333,5,1,0.9900497512437813,2,0.75,0.5260930888575458,5,5,2,0.14819136522753792,0.08043875685557587,0.4057971014492754,0.0,0.0,0.0,3,2,1,0.0,0.4545454545454546,0.25,8,4
308,89500,0.17647058823529413,4,0.0,0.030942531959148388,1,0,0,3,0,4,0,9,0,2,0,0,0.5555555555555556,0.75,0.3478260869565215,0.0,1,1,8,8,2,0.0,3,1,1,4,4,4,6,0.0,6,0.0,0.1365582191780822,0.05220949263502456,1,4,1,0,0.16085360256998624,0.17966101694915254,0.0,0.20195930670685758,0.0,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,1,0.3333333333333334,6,0.0,3,6,0.0,1,0.0,0.0,3,3,0,0.0,0.263254113345521,0.0,0.0,0.0,0.0,3,3,1,0.0,0.18181818181818182,0.5,8,4
309,82500,0.05882352941176469,3,0.0,0.051611395452102186,1,1,0,3,0,4,0,7,2,2,0,2,0.3333333333333333,0.5,0.4927536231884062,0.0,1,1,12,13,2,0.0,3,4,1,4,4,4,1,0.04642097802976612,6,0.0,0.2564212328767123,0.14091653027823242,1,0,1,5,0.12092703074804956,0.0,0.0,0.09928409947249434,0.0,0.0,0.3333333333333333,0.0,0.125,0.3333333333333333,3,0.16666666666666669,6,0.0,3,5,0.9756218905472639,3,0.5,0.38011283497884346,5,5,2,0.18436406067677946,0.0,0.0,0.0,0.0,0.0,3,2,1,0.0,0.18181818181818182,0.75,8,4
310,360000,0.0,3,0.2875399361022364,0.05177966299749937,1,1,0,3,0,4,0,16,2,2,0,2,0.8888888888888888,0.5,0.9492753623188417,0.8999999999999986,1,1,12,13,2,0.0,2,4,2,0,4,1,2,0.2257264351523742,6,0.0,0.2662671232876712,0.31031096563011457,1,0,1,5,0.3694355208811382,0.0,0.0,0.30331574981160514,0.3333333333333333,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0,0.5000000000000001,6,1.0,0,1,0.9965174129353236,0,0.75,0.4992947813822285,5,5,2,0.24270711785297552,0.31992687385740404,0.0,0.0,0.0,0.0,3,2,1,0.0,0.9090909090909093,0.0,8,4
311,165600,0.2352941176470588,3,0.0,0.02984411881558345,1,1,0,3,0,4,0,8,2,2,0,5,0.5555555555555556,0.5,0.8768115942028984,0.7333333333333343,1,1,6,6,1,0.07,3,4,2,2,4,4,0,0.09177888022678951,6,0.0,0.07662671232876712,0.11407528641571196,1,2,1,5,0.083295089490592,0.3893462469733656,0.0,0.21985681989449884,0.0,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,2,0.3333333333333334,6,0.3333333333333333,5,1,0.991542288557214,0,0.5,0.29619181946403383,5,5,2,0.22170361726954496,0.11517367458866545,0.0,0.0,0.0,0.0,3,2,1,0.0,0.3636363636363637,0.0,8,4
312,132000,0.0,3,0.1597444089456869,0.031316459837808786,1,1,3,3,0,4,0,12,2,2,0,2,0.5555555555555556,0.625,0.5507246376811601,0.8666666666666671,1,1,12,13,2,0.0,3,2,1,4,4,4,0,0.12048192771084337,6,0.0,0.125,0.1590834697217676,1,0,1,5,0.1463974300137678,0.0,0.0,0.12019593067068576,0.3333333333333333,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,3,0.25,6,0.3333333333333333,2,5,0.9691542288557216,3,0.25,0.1692524682651622,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0.0,0.3636363636363637,0.75,8,4
313,119900,1.0,4,0.20766773162939295,0.03038164014115778,1,1,3,3,0,4,0,17,0,2,1,0,0.4444444444444445,0.75,0.4855072463768124,0.0,1,1,8,8,2,0.0,3,4,1,2,4,3,5,0.08982990786676116,6,0.0,0.12243150684931506,0.1297872340425532,1,4,1,5,0.10532354290959156,0.15738498789346247,0.0,0.14770158251695553,0.3333333333333333,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,3,0.25,6,0.3333333333333333,2,5,0.9646766169154231,3,0.5,0.28913963328631875,5,5,2,0.0,0.0,0.0,0.0,0.5645833333333333,0.0,3,3,1,0.0,0.3636363636363637,0.0,8,4
314,375000,0.0,3,0.4792332268370607,1.0,1,1,2,2,0,4,2,23,2,2,0,2,0.6666666666666665,0.5,0.6739130434782616,0.25,3,1,3,3,2,0.0,3,4,1,2,4,1,0,0.21899362154500354,5,0.5563093622795116,0.03424657534246575,0.3495908346972177,2,4,1,5,0.390546122074346,0.0,0.0,0.3206480783722683,0.6666666666666666,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,3,0.5000000000000001,6,0.6666666666666666,2,1,0.9776119402985076,2,0.5,0.3617771509167842,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0.0,0.4545454545454546,0.75,8,4
315,178000,0.2941176470588235,4,0.19169329073482427,0.038795017411016854,1,0,3,3,0,4,0,17,2,2,0,5,0.6666666666666665,0.75,0.38405797101449224,0.6666666666666643,1,1,13,14,2,0.0,3,4,0,4,1,4,3,0.002834868887313962,6,0.0,0.3047945205479452,0.11914893617021277,1,0,1,5,0.1142726021110601,0.3917675544794189,0.0,0.24623210248681238,0.0,0.5,0.3333333333333333,0.5,0.375,0.3333333333333333,0,0.3333333333333334,6,0.3333333333333333,2,5,0.9577114427860698,3,0.5,0.385049365303244,1,5,2,0.0,0.0,0.42391304347826086,0.0,0.0,0.0,3,2,1,0.0,0.6363636363636365,0.0,8,4
316,188500,0.2352941176470588,3,0.2268370607028754,0.030358269648741505,1,1,0,3,0,4,0,8,2,2,0,5,0.6666666666666665,0.5,0.9565217391304355,0.9166666666666643,1,1,12,13,2,0.0,2,4,2,2,4,4,2,0.07530120481927711,6,0.0,0.12457191780821918,0.11718494271685762,1,0,1,5,0.08765488756310233,0.3467312348668281,0.0,0.20685757347400152,0.3333333333333333,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,2,0.3333333333333334,6,0.3333333333333333,2,1,0.9970149253731345,0,0.5,0.30465444287729193,5,5,2,0.11668611435239208,0.09323583180987204,0.0,0.0,0.0,0.0,3,2,1,0.0,0.5454545454545455,0.75,8,4
317,260000,0.2352941176470588,3,0.3003194888178914,0.05471032274650028,1,1,0,3,0,0,0,14,2,2,0,5,0.6666666666666665,0.75,0.7826086956521738,0.5,1,1,5,5,1,0.17375000000000002,2,4,1,2,4,4,2,0.12260807937632885,6,0.0,0.06549657534246575,0.13829787234042554,1,4,1,5,0.18793024323083982,0.5811138014527845,0.0,0.3803692539562924,0.3333333333333333,0.0,0.6666666666666666,0.5,0.5,0.3333333333333333,0,0.6666666666666667,6,0.3333333333333333,5,1,0.9865671641791046,2,0.5,0.3413258110014104,5,5,2,0.33605600933488916,0.35648994515539306,0.0,0.0,0.0,0.0,3,0,1,0.0,0.6363636363636365,0.75,8,4
318,270000,0.2352941176470588,1,0.23961661341853036,0.03599055832106383,1,1,3,3,0,4,0,21,2,2,0,5,0.7777777777777777,0.5,0.9710144927536231,0.93333333333333,1,1,12,13,2,0.0,2,4,2,2,4,0,6,0.0,6,0.0,0.4657534246575342,0.17806873977086746,1,0,1,5,0.17301514456172556,0.42179176755447945,0.0,0.30614167294649586,0.0,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,2,0.5000000000000001,6,0.3333333333333333,2,1,0.9980099502487564,2,0.75,0.7228490832157969,5,5,2,0.24270711785297552,0.08409506398537477,0.0,0.0,0.0,0.0,3,2,1,0.0,1.0,0.25,8,4
319,260000,0.2352941176470588,3,0.2875399361022364,0.04019724695599337,1,1,3,2,0,4,1,15,2,2,0,5,0.6666666666666665,0.5,0.8768115942028984,0.7166666666666686,1,1,6,6,1,0.16,2,4,2,2,4,1,2,0.17487597448618003,6,0.0,0.1541095890410959,0.22045826513911623,1,0,1,5,0.23818265259293256,0.6169491525423729,0.0,0.43556895252449135,0.3333333333333333,0.0,0.6666666666666666,0.5,0.5,0.3333333333333333,2,0.5833333333333335,6,0.3333333333333333,5,1,0.991542288557214,2,0.75,0.46262341325811,5,5,2,0.3967327887981331,0.10968921389396709,0.2608695652173913,0.0,0.0,0.0,3,2,1,0.0,0.27272727272727276,0.75,8,4
320,187500,0.3529411764705882,3,0.0,0.05989857206291337,1,1,3,3,0,4,0,14,2,2,0,7,0.6666666666666665,0.5,0.7826086956521738,0.5,1,1,9,10,1,0.140625,3,4,1,2,4,0,2,0.18355776045357902,6,0.0,0.14383561643835616,0.22454991816693945,1,4,1,5,0.26112895823772375,0.0,0.0,0.21439336850037677,0.3333333333333333,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,3,0.3333333333333334,6,0.6666666666666666,5,1,0.9850746268656718,3,0.5,0.41466854724964736,5,5,2,0.27187864644107357,0.08775137111517367,0.0,0.0,0.0,0.0,3,2,1,0.0,0.4545454545454546,0.75,8,4
321,342643,0.2352941176470588,3,0.3546325878594249,0.06991983921101218,1,1,3,3,0,0,0,16,2,2,0,5,0.8888888888888888,0.5,0.9710144927536231,0.93333333333333,1,1,12,13,3,0.23125,3,4,2,0,1,0,6,0.0,6,0.0,0.5346746575342466,0.20441898527004912,1,0,1,5,0.20995869664983938,0.6523002421307507,0.0,0.42614920874152223,0.0,0.0,1.0,0.5,0.5,0.3333333333333333,2,0.5833333333333335,6,0.0,3,1,0.9980099502487564,2,0.75,0.5923836389280677,5,5,2,0.280046674445741,0.28153564899451555,0.0,0.0,0.0,0.0,3,2,1,0.0,0.7272727272727274,0.0,6,5
